0,0,0,0.0384615385,0.1153846154,0.3461538462,0.6923076923,0.1923076923,0.5,0.0384615385,0
0,0,0,0,0,0.0769230769,0.1923076923,0.6923076923,0.7692307692,0.5769230769,1
0,0,0,0.9615384615,0.0384615385,0.6923076923,0.1538461538,0.4615384615,0.1923076923,0.9615384615,1
0,0,0,0,0,0.4615384615,0.3461538462,0.1538461538,0.3461538462,0.0384615385,0
0,0,0,0.0769230769,0.1923076923,0.5384615385,0.3461538462,0.2692307692,0.5384615385,0.0384615385,0
0,0,0,0,0.3846153846,0.8076923077,0.6923076923,0.0384615385,0.1153846154,0.3461538462,1
0,0,0.6923076923,0.5769230769,0.0769230769,0.1923076923,0.6923076923,0.8461538462,0.0384615385,0.4615384615,1
0,0,0,0,0.7692307692,0.0384615385,0.0769230769,0.3461538462,0.6923076923,0.0384615385,0
0.1923076923,0.8461538462,0.0384615385,0.5384615385,0.2692307692,0.1923076923,0.4615384615,0.3461538462,0.5384615385,0.0384615385,0
0,0,0,0.8076923077,0.0769230769,0.3461538462,0.6923076923,0.0384615385,0.1153846154,0.3461538462,0
0,0,0,0,0,0.5384615385,0.0384615385,0.0384615385,0.5,0.0384615385,1
0,0,0,0,0.2692307692,0.0384615385,0.8461538462,0.3461538462,0.5384615385,0.0384615385,0
0,0,0,0.0384615385,0.2692307692,0.4615384615,0.1923076923,0.1538461538,0.1923076923,0.7307692308,1
0,0,0,0,0,0.7307692308,0.3461538462,0.5,0.0384615385,0.7307692308,1
0,0,0.1923076923,0.7307692308,0.6153846154,0.1923076923,0.1538461538,0.3461538462,0.7692307692,0.5769230769,1
0,0,0,0,0,0,0,0.4230769231,0.1923076923,0.5384615385,1
0,0,0.7307692308,0.1923076923,0.6923076923,0.0384615385,0.2307692308,0.3461538462,0.5384615385,0.5769230769,1
0,0,0.2692307692,0.6923076923,0.0384615385,0.1153846154,0.3461538462,0.1923076923,0.4615384615,0.0384615385,0
0,0,0,0,0.1153846154,0.0384615385,0.8076923077,0.4615384615,0.5769230769,0.5384615385,1
0,0,0,0,0,0.7692307692,0.5769230769,0.5384615385,0.3461538462,0.0384615385,0
0,0,0,0,0.5,0.5769230769,0.6923076923,0.3461538462,0.7692307692,1,1
0,0,0,0,0,0,0.0384615385,0.1153846154,0.0384615385,1,1
0,0,0.1153846154,0.3076923077,0.0384615385,0.5384615385,0.1538461538,0.0384615385,0.4615384615,0.3461538462,0
0,0,0,0.5,0.0384615385,0.1153846154,0.6923076923,0.3461538462,0.5384615385,0.5769230769,1
0,0,0,0.0384615385,0.4615384615,0.1923076923,0.7692307692,0.3076923077,0.1923076923,0.0384615385,0
0,0,0,0,0.2692307692,0.0384615385,0.6923076923,0.6923076923,0.1923076923,0.7692307692,1
0,0,0,0,0,0,0.9615384615,0.0384615385,0.6923076923,0.0384615385,0
0,0,0,0,0.4230769231,0.1923076923,0.4615384615,0.0384615385,0.5,0.0384615385,0
0,0,0,0.1153846154,0.0384615385,0.5384615385,0.1538461538,0.5769230769,0.4615384615,0.1923076923,1
0,0,0,0,0,0,0.2692307692,0.1923076923,0.5384615385,0.0384615385,0
0,0,0,0,0,0.3076923077,0.1923076923,0.5384615385,0.6923076923,0.3461538462,1
0,0,0,0,0.3461538462,0.5384615385,0.2692307692,0.6923076923,0.3461538462,0.1538461538,0
0,0,0,0,0,0,0,0.5,0.0384615385,0.1153846154,1
0,0,0,0,0,0,0.3076923077,0.0384615385,0.4615384615,0.0384615385,0
0,0,0,0,0.0384615385,0.7692307692,0.3461538462,0.4615384615,0.3461538462,0.5769230769,1
0.0384615385,0.4615384615,0.1923076923,0.9230769231,0.0384615385,0.1538461538,0.6923076923,0.3461538462,0.5384615385,0.0384615385,0
0,0,0,0,0,0,0.4230769231,0.0384615385,0.8076923077,0.1923076923,1
0,0,0,0,0.4615384615,0.0384615385,0.8461538462,0.5769230769,0.5384615385,0.1923076923,0
0.0384615385,0.5384615385,0.7692307692,0.5769230769,0.3461538462,0.5384615385,0.1923076923,0.7692307692,0.7692307692,0.1923076923,0
0,0,0.1153846154,0.0384615385,0.7692307692,0.1923076923,0.6923076923,0.3461538462,0.5384615385,0.0384615385,0
0.0769230769,0.6923076923,0.0384615385,0.7307692308,0.3461538462,0.4615384615,0.3461538462,0.0384615385,0.5384615385,0.0384615385,0
0,0,0,0,0,0,0.0384615385,0.4615384615,0.0384615385,0.5384615385,1
0,0,0,0,0,0,0.2692307692,0.1923076923,0.5384615385,0.1923076923,0
0,0,0,0,0,0.5384615385,0.9615384615,0.1538461538,0.3461538462,0.0384615385,1
0,0,0,0,0,0,0.8461538462,0.1923076923,0.6923076923,0.0384615385,0
0,0,0,0.1923076923,0.8076923077,0.2692307692,0.1923076923,0.5384615385,0.3461538462,0.5769230769,1
0,0,0,0.2692307692,0.1923076923,0.5769230769,0.8461538462,0.0384615385,0.5384615385,0.0384615385,0
0,0,0,0,0,0.7692307692,0.1923076923,0.4615384615,0.5,0.0384615385,0
0,0,0,0,0.5384615385,0.0384615385,0.4230769231,0.0384615385,0.5384615385,0.0384615385,0
